Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,-1,"EdYoda is re-imagining skill-based education by delivering zero cost learning programs on industry-relevant skills. The programs are aligned to industry requirements and the participants are mentored by Industry professionals.

We partner with employers and connect the skilled talent to opportunities.

Visit us at www.edyoda.com to know more about us.

Roles & Responsibilities
Teaching Machine Learning
Work on Machine Learning aspect of EdTech products

Why should you be joining us
Passion for Teaching & Learning
Our vision to change the way education looks like
High octane environment

Why you shouldn't join us
High salary
Structured lifestyle

PS: Don't apply if you are not interested in teaching

Job Type: Full-time

Pay: ₹500,000.00 - ₹700,000.00 per year

Experience:
total work: 1 year (Preferred)",-1,EdYoda,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,"₹19K
₹21K","Job Summary

Experience:
4 - 8 Years

Location:
Pune

Designation:
Data Scientist

Degree:
BE-Comp/IT, BE-Other, BTech-Comp/IT, BTech-Other, MCA, ME-Comp/IT, ME-Other, MSc-Comp/IT, MS-Comp/IT, MSc-Other

Educational Level:
Graduate/Bachelors

Stream of Study:
Science-Mathematics, Statistics

Industrial Type:
IT-Software/Software Services

Functional Area:
IT Software - DBA / Datawarehousing

Key Skills:
Data Science

Job Post Date:
Thursday, August 20, 2020

Company Description

Our client supports its customers with highly experienced supply chain professionals with backgrounds from different companies and consulting firms. They developed a unique facts-driven, results-oriented and people-centric approach to supply chain consulting.

With their platform they are able to provide a unique experience, best practices and support - even when our client's consultants have left customer's premises. Starting with analyzing the operational data of customers' supply chain, they develop and optimize supply chain strategy, processes, structures, and IT in a focused approach delivering fast, concrete results. In this process they connect closely with the people driving supply chain, enable change and coach best practices - towards a sustainable high-performance supply chain.

Job Description

Your Profile / Responsibilities:
You are a problem solver, detail-oriented and self-motivated who thrives in a fast-paced, highly dynamic environment, combining technical, product, business and leadership perspectives.

University degree in Maths, Statistics, Econometrics, Computer Science, Engineering or other quantitative discipline
About 4-8 years business experience in process optimization, experience in applying statistical and predictive models and strong analytical ability
Advanced knowledge of machine learning algorithms and statistics
Knowledge of time series analysis
Experience exponential smoothing and LightGBM models
Knowledge of TensorFlow and PyTorch is a big plus
Scripting languages and tools (e.g. Python, R, Spark, SQL)
Experience on Azure Devops and Azure Databricks
Experience with QlikSense / QlikView and / or other BI tools (PowerBI, Tableau etc.)
Analysis of large datasets to discover trends and patterns
Experience in ETL processes & scripts, proficiency in MS Excel
Knowledge of databases (SQL / NoSQL) / ODBC)
Collaborate with customers as well as product and engineering teams
Ability to keep up with software development trends and innovation
Exceptional interpersonal and communication skills
Knowledge of the supply chain operations is a plus",3.8,"Sampoorna Computer People
3.8",Pune,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1
Senior Data Scientist,"₹851K
₹1,247K","Role Summary:
We are looking for a highly motivated individual, passionate about technology to join Baker Hughes Digital team. As the Senior Data Scientist, in Baker Hughes Digital, you will focus on developing impactful and innovative analytics products for the O&G industry. The candidate will be responsible for designing analytics for products and solutions, leverage strong machine learning expertise to develop new analytics for driving growth in asset, application & industry coverage and lead engagements with external/internal customers. The candidate is also expected to mentor other engineers in analytics methods.

Essential Responsibilities:
Work in cross-functional teams to translate algorithms into commercially viable products and services.
Contribute to technical teams in development, deployment and application of applied analytics, predictive analytics and prescriptive analytics capabilities.
Develop self-learning systems that can predict failures and autocorrect based on multiple data sources
Work with the engineering team to incorporate your analyses and solutions, including working with the visualization team to create intuitive UI and rich UX stories. Partner with data engineers on data quality assessment, data cleansing and data analytics efforts
Gather and analyze data, devise innovative data science solutions and build prototypes to enable development of high-performance algorithms in scalable, product-ready code.
Initiate and propose unique and promising modeling features, develop new and innovative algorithms and technologies, pursuing patents where appropriate
Stay current on published state-of-the-art algorithms and competing technologies.
Contribute to the development of software and data delivery platforms that are service-oriented with reusable components across teams (multiple teams) that can be orchestrated together into different methods for different businesses.
Research and evaluate emerging technology, industry and market trends to assist in project development and/or operational support activities to for multiple teams or complex scenarios.

Qualifications/Requirements:
MS Degree in Computer Science or in “STEM” Majors (Science, Technology, Engineering and Math)
A minimum of 2 years as data scientist
A minimum of 3 years of technical hands-on coding experience

Eligibility Requirements:
Legal authorization to work in India. We will not sponsor individuals for employment visas, now or in the future, for this job
Any offer of employment is conditioned upon the successful completion of a background investigation and drug screen
Must be willing to travel

Desired Characteristics:
PhD in Computer Science or in “STEM” Majors (Science, Technology, Engineering and Math)
Strong distributed systems and architecture knowledge, and experience with multitier architecture
Mission critical systems experience is preferred
Ability to manage complex technical projects.
Demonstrates expertise in problem solving and technical innovation.
Demonstrated experience of delivering on commitments to clients.
Demonstrates capability of 'rolling up sleeves and getting hands dirty'.
Works well in fast paced growing environment.
Provides excellent influential communication skills and business acumen to both an arbitrator and advocate for technical issues.
Experience developing applications in an agile/DevOps environment would be a distinct advantage
Solid understanding of software development tools & infrastructure

Effective teaming and problem-solving abilities

Strong interpersonal and leadership skills
Able to interface effectively with all levels of the organization and external customers

Technical Expertise:
Proven experience coding in Machine Learning/AI techniques including Deep learning techniques (RNN, CNN, GAN, etc), Support Vector Machines; Regularization Techniques; Boosting, Random Forests, Ensemble Methods, image/video/audio processing, Bayesian modeling, time series modeling
Demonstrated experience in Parallel programming frameworks for GPUs, TPUs
Demonstrated ability to develop containerized solutions (Docker/Mesos etc)
Strong implementation experience with high-level languages and frameworks such as R, Python, Perl, Ruby, Scala, Apache Spark, Storm, SAS
Demonstrated ability to work with a variety of Deep learning frameworks including TensorFlow, Keras, Caffe, CNTK, etc…
Strong hands-on skills in sourcing, cleaning, manipulating and analyzing large volumes of data including SQL and NoSQL databases
Experience with end-to-end modeling projects, from research to solutions to analytic products
Proven experience in using well-established supervised and unsupervised machine learning methods for large industry-strength data analysis problems.
Participates in enterprise strategy development, including environmental analysis, opportunity identification, value cases and business innovation portfolio development. Reviews and/or analyzes and develops architectural requirements at domain level, aligning architectural requirements with software development strategy.
Leads and facilitates the domain’s architecture governance process based on EA’s governance structure.
Leads teams in developing plans and assessing improvement options.

Business Acumen:
Create, analyze and manage projects that provide direct business benefit; demonstrate detailed knowledge of business operations and strategic direction, including merger & acquisition opportunities
Understand industry trends and competitive landscape and the implications for your business
Partner with business leaders to align projects with business goals and needs.

Leadership:
Recommends allocation of budget to meet architectural initiatives critical to business/mission success.
Develops the business case for approval.
Provides leadership, technology guidance and mentors others throughout their domain.
Define the skills, competencies in the skills and talents for architecture team members.
Facilitates dialogues that produce new perspectives and trigger recommendations for substantial innovative / enhancements, and analysis of consequences.
Influences through others.
Uses experts or other third parties to influence.
Builds direct and ""behind the scenes"" support for ideas, uses chains of indirect influence.

Personal Attributes:
Challenges conventional thinking and traditional ways of operating and invites stakeholders to identify issues and opportunities.
Takes a holistic systems perspective.
Envisions, compares and contrasts multiple potential long-range enterprise-wide futures.
Empathizes with multiple points of view

Locations:
Bangalore, India",3.5,"Baker Hughes
3.5",Bangalore,-1,10000+ Employees,-1,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),-1
Data Science,"₹58K
₹62K",Data Science,3.3,"Sage IT India
3.3",Bangalore,-1,501 to 1000 Employees,2003,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),-1
Data Scientist,-1,"Roles and Responsibilities
Understand clients business objectives and strategy to ensure that analysis work is focused on the areas where most value can be added.
Collaborate with stakeholders/ team leaders in order to understand problem statements and design and execute potential solutions.
Mentor team members and ensure fault-free execution of projects / solutions.
Integration of multiple sources of data working on BigData platforms.
Perform Exploratory Data Analysis on large and complex data sets comprising of structured, semi-structured and unstructured data.
Work on multiple unstructured problems to deliver insights/ end-to- end solutions and improve our clients- understanding of their customers using analysis / statistics / machine learning algorithms.
Keep abreast of the latest developments in the data science space across industries for potential uses.

Please mail your CV to career@torcai.com",-1,torcai digital media,Pune,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"Roles and Responsibilities
Understand clients business objectives and strategy to ensure that analysis work is focused on the areas where most value can be added.
Collaborate with stakeholders/ team leaders in order to understand problem statements and design and execute potential solutions.
Mentor team members and ensure fault-free execution of projects / solutions.
Integration of multiple sources of data working on BigData platforms.
Perform Exploratory Data Analysis on large and complex data sets comprising of structured, semi-structured and unstructured data.
Work on multiple unstructured problems to deliver insights/ end-to- end solutions and improve our clients- understanding of their customers using analysis / statistics / machine learning algorithms.
Keep abreast of the latest developments in the data science space across industries for potential uses.

Please mail your CV to career@torcai.com",-1,torcai digital media,Pune,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,"₹27K
₹33K","Perform data-mining, modeling and hypothesis generation in support of high-level business goals.
Stay current with emerging tools and techniques in machine learning, statistical modeling & analytics.
Strong aptitudes for business, technology, mathematics & statistics.
Need strong oral & written communication skills to present data as a concise story for diverse audiences.
Develop customized algorithms to solve analytical problems with incomplete data sets.

Skills Needed:
R/Python Programming

SQL

Statistical Modeling

Machine Learning Techniques

Knowledge on Software Development is an added advantage",2.2,"BrandIdea Consultancy P Ltd
2.2",Chennai,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist,-1,"Job Description :
Required competencies:
Phd/MTech/MS or equivalent degree in Computer Science or Mathematics or Statistics
Relevant industry or research experience
Strong knowledge of data mining, machine learning techniques and statistics
Experience with analysis on large scale datasets
Strong problem solving, programming skills and computer science fundamentals
Preferred Skills:
Knowledge of Hadoop and other distributed computing platforms
Experience with tools like Weka, R and other machine learning packages
Location : Bangalore",-1,WeRecruit Talent,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist,"₹50K
₹934K","Date: Aug 28, 2020

As the tech firm that created the mobile world, and with more than 54,000 patents to our name, we’ve made it our business to make a mark. When joining our team at Ericsson you are empowered to learn, lead and perform at your best, shaping the future of technology. This is a place where you're welcomed as your own perfectly unique self, and celebrated for the skills, talent, and perspective you bring to the team. Are you in?

Come, and be where it begins.

Our Exciting Opportunity

In the fifth-generation mobile networks 5G, AI technologies are an integral part of making the networks meet the new challenges and deliver performance that far exceeds networks of today. 5G networks with distributed edge compute, will drive economic and social transformation for all aspects of society!

Machine Learning (ML) and other Artificial Intelligence (AI) technologies will be vital for us to handle this opportunity. We are setting up a Global AI Accelerator (GAIA) in the US, Sweden and India, with 300 specialists, to fast-track our strategy execution!

You will
Contribute to rapid and iterative development of high quality ML/AI applications. This includes working with petabytes of 4G/5G-networks, IoT and exogenous data, and proposing/selecting/testing predictive models, recommendation engines, anomaly detection systems, statistical model, deep learning, reinforcement learning and other machine learning systems.
Work with new technologies and champion them in MI Communities within Ericsson.
Present and be prominent in MI related forums and conferences, e.g., presenting papers, organizing sessions and be a panelist
To be successful in the role you must have
Solid skills in Machine Learning especially techniques such as Linear/Logistic Regression, Bagging, Bayesian model, Neural Networks, Random forest, Gradient boosting, Hyperparameter optimization techniques etc.
Demonstrable skills and track record (Github, open source etc.) in the use of current state of the art machine learning frameworks such as Keras, TensorFlow, Scikit-Learn, H2o, Spark etc. in developing ML/AI applications
Programming skills in various languages (C++, Scala, Java, R) with proficiency in Python and/or C++
What´s in it for you?

Here at Ericsson, our culture is built on over a century of courageous decisions. With us, you will no longer be dreaming of what the future holds – you will be redefining it. You won’t develop for the status quo, but will build what replaces it. Joining us is a way to move your career in any direction you want; with hundreds of career opportunities in locations all over the world, in a place where co-creation and collaboration are embedded into the walls. You will find yourself in a speak-up environment where empathy and humanness serve as cornerstones for how we work, and where work-life balance is a priority. Welcome to an inclusive, global company where your opportunity to make an impact is endless.

What happens once you apply?

To prepare yourself for next steps, please explore here: https://www.ericsson.com/en/careers/job-opportunities/hiring-process

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Do you believe that an organization fostering an environment of cooperation and collaboration to execute with speed creates better business value? Do you value a culture of humanness, where fact based decisions are important and our people are encouraged to speak up? Do you believe that diverse, inclusive teams drive performance and innovation? At Ericsson, we do.

We provide equal employment opportunities without regard to race, color, gender, sexual orientation, transgender status, gender identity and/or expression, marital status, pregnancy, parental status, religion, political opinion, nationality, ethnic background, social origin, social status, indigenous status, disability, age, union membership or employee representation and any other characteristic protected by local law or Ericsson’s Code of Business Ethics.",3.9,"Ericsson-Worldwide
3.9",Chennai,-1,10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
Data Scientist,"₹342K
₹984K","Ahmedabad
Be a part of the movement to revolutionize the in-store customer experience through the loyalty program and the other features we have to offer.We believe in creating memories that will last forever. We want to help businesses develop personal connections with their customers and provide the customers with experiences that they will cherish forever and will keep them coming back.
We’re scrappy, hard-working perfectionists looking for people who can add immediate value to our team. As a member of the founding team of # Loyalty, you will have the opportunity to work across different business verticals in an extremely faced paced environment. You'll play a key role in product development, strategy and other business decision.

Job Description
Machine Learning & Artificial Intelligence are embedded deeply into our products evolution. We are looking for talented individuals to help us build these tools and embed them into our product offering. The exposure and impact on the product will be massive! And select individuals would be offered a full-time or part-time position post the internship, depending on the performance during the same.

What we're looking for:
Experience working with Python and libraries like NumPy, SciPy, Pandas, Scikit-learn, Tensorflow etc.
Experience working with large data-sets (provide links to your work on Github/Kaggle)
Solve complex performance problems and architectural challenges
Passionate about Machine Learning and AI
Strong knowledge of PHP web frameworks {{such as Laravel, CI,}}
Worked on real world recommender / ranking systems
Prior experience working at a startup environment would be great
Other Skills
Python, Machine Learning, Numpy/Scipy/Pandas/Scikit-learn
Should be able to handle a team technically.
Experience
PHP: 1+ years (Preferred)

Contact Us to Apply : (+91) 851 187 8094 info@r3coder.com",-1,R3coder,Ahmedabad,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist,"₹342K
₹984K","Job Description

We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.

Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance.
Required Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Perl, Python, SparkML, Weka, NumPy, MatLab, etc.
Experience with data visualization tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig.
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase.
Experience with Hadoop or similar distributed computing and storage platforms.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills.
Exceptional analytical abilities,creativity and attention to details.
Good organizational and problem solving skills.
Good team player who is a self-starter and well organized.
Strong oral and written communication skills.
Required Education
Graduate degree in Math, Statistics, Computer Science, or other quantitative discipline.
Please email your resume to careers@gtpltech.com",-1,GridEdge Technologies,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Senior Producer-Analytics and Data Science,"₹841K
₹2,045K","Senior Producer – Senior Project Manager, Analytics and Data Science


Zynga is looking for a highly motivated PROJECT MANAGER to help evolve our execution processes and take on project management for our analytics and data science team. He or she will work closely with analytics leadership, product management, engineering leadership, other project managers and game teams to balance a set of commitments and milestones to predictable execution, facilitating tough trade offs along the way. Tactical enough dive deep on daily execution, proactively spot areas for improvement, then energetically drive those improvements broadly, resulting in all peers feeling collaboratively led into changes that solve confusion, miscommunication and differing expectations.

Responsibilities:
Take on project management responsibility for machine learning, data science and analytics projects
Define scope, determine resources required, develop schedule and milestones in collaboration with engineering leadership and product management
Passionately articulate goals and team principles to help form a stimulating and fun work environment and culture
Ensure that the project deliverables are timely, within budget and at the required level of quality
Lead technical scrums and agile project implementation, evolve the project management methodology to align with work-product of analytics teams
Monitor and report progress weekly, oversee risks and mitigations and aggressively work to remove blockers; deliver bi-weekly, monthly and quarterly summary of project delivery; extract analytics on execution, and deliver a data-driven evolution of execution and prioritization
Identify process pain points and collaborate with analytics leadership, engineering leaders, product managers and other project managers to motivate change that improves both quality and transparency to external groups
Initiate, develop, maintain and lead others toward positive working relationships with internal and external organizations critical to both current and future development process
Collaborate with other project managers in the central data organization to deliver and evolve a consistent project management methodology
Required skills:

5+ years experience working in multi-functional development teams.
At least 3 years experience as a Project Manager within the tech industry, games preferred
Experience working in an agile environment and implementing processes for agile development
Outstanding written and verbal communication skills
Ability to work in a team environment with maturity and leadership
Preferred skills:

3+ years experience as a technical project manager
Experience working in the advertising and/or mobile gaming sectors
Familiarity with analytics, data science, machine learning and AI
Computer science, statistics or technical degree
Scrum Master or Agile Coach certification
WHAT WE OFFER YOU:

Work in a studio that has complete P&L ownership of games
Competitive salary, discretionary annual bonus scheme and Zynga RSUs
Full medical, accident as well as life insurance benefits
Catered breakfast, lunch and evening snacks
Child care facilities for women employees and discounted facilities for male employees
Well stocked pantry
Generous Paid Maternity/Paternity leave
Employee Assistance Programs
Active Employee Resource Groups – Women at Zynga
Frequent employee events
Additional leave options for most employees
Flexible working hours on many teams
Work with cool people and impact millions of daily players!",3.6,"Zynga
3.6",Bangalore,-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1
Senior Software Engineer - Data Engineer(Investment),"₹290K
₹1,454K","Role – Development Team at Xoriant empowers the future with
latest technology, keeping user experience in mind as how a user can interact
with the interface in a better way. We focus on bringing the right candidate
on-board and encourage them to use the latest technologies for identifying key
talents. We invite you to join our team and be part of our growth story.

You should have experience in the
key matrix and performance areas given below.

What we offer in this role:
Best market exposure, internal visibility
for growth
Work on robust, secure and architectural
environment
Opportunity to work in a technical environment
Flawless blend
of volume, niche to enrich your entire experience and kick-start your
career
Young fast-growing
team
Key Skills –

Mandatory Skills:
Should
have 6 - 9 years’ experience in the IT Industry
Data
Engineer with expertise in Python and Big data technologies like Spark,
Hive, Presto etc.
Experience
with AWS services – S3, EC2, EMR, Lambda Functions and Step Functions.
Experience
with both SQL and NoSQL DB
Preferred
Experience with NoSQL database (Hive, HBase, MongoDB, ElasticSearch etc.)
Knowledge
and expertise with Python and other Big data technologies like Spark,
Hive, Presto etc
Proficient
writing Spark jobs in Python and Scala
Developing
Hive UDF and Hive jobs
Proven
hands-on Software Development experience
Experience
with test-driven development
Exposure
to CI/CD processes using Maven and Jenkins, familiarity with GIT.
Exposure
to Scrum Agile framework
Preferred
experience in core Java technologies (Java 1.8, Spring Boot, Spring MVC,
Java EE fundamentals, Hibernate/any Object relation mappers, Oracle/ MySQL
etc)
Other
Mandatory Aspects –
Early/
immediate joiners are welcome
Personal Skills
–
Excellent
organization skills, attention to detail, and ability to multi-task
Demonstrated
sense of responsibility and capability to deliver quickly
Excellent
communication skills. Clearly articulating and documenting technical and
functional specifications is a key requirement
Proactive
problem-solver
Build
relationships with various stakeholders, team player
Flexibility
to work in multiple complex projects and changing priorities
Know Us:

Xoriant is a Silicon Valley based product engineering,
software development and technology services firm with offices in the U.S.,
Europe and Asia. At Xoriant, we
have always strived to give our employees the best work culture, work-life
balance, opportunities, compensation & benefits and recognition. The
result, an average tenure of a Xorianter is five years, significantly longer
than most firms. This number reflects our dedication towards our employees.

Some of the Xoriant advantages for all employees are:
Innovate: Take
the freedom to experiment, learn and grow with like-minded people
Recognition:
Xorianters perform well and get recognized from time to time
Grow: We grow
when our employees grow, so we give them lots of opportunities to learn and
grow
Fun at work:
Work doesn’t always have to be serious, we regularly have activities to
keep our employee fun filled with high-energy
Benefits:
Benefits and compensation includes health insurance for employees,
retirement plans and competitive compensation
Xoriant is voted the ‘Best
Places to Work’ by the IT-BPM Council in 2015 & 2016 and is proud
to be known as one of the few CMMI level companies who focuses on new
technologies.

Something interesting, please do visit:

Please visit our employee driven
technology blog:http://www.xoriant.com/blog/

www.xoriant.com

BE",3.7,"Xoriant
3.7",Pune,-1,1001 to 5000 Employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Staff Software Engineer (Data Science),"₹600K
₹1,681K","We believe work is not a place, but rather a thing you do. Our technology revolves around this core philosophy. We are relentlessly committed to helping people work and play from anywhere, on any device. Innovation, creativity and a passion for ever-improving performance drive our company and our people forward. We empower the original mobile device: YOU!

What we're looking for:


You will join a crack team of experienced and talented engineers, with years of history delivering high-quality Analytics products and Solutions, in a fast-paced business environment. You will be collaborating with fellow engineering teams across the globe

Position Overview:

Citrix is expanding its Advanced (Appsec) Analytics team with professionals in the ML/AI/Data Science domains.

Roles responsibilities
Research & develop Machine Learning models for security problems, in the areas of Application Security, Networking, Application & Data.
Suggest, collect and synthesize requirements, and create effective features.
Apply research methodologies to identify the Machine Learning models for the problem at hand.
Basic Qualifications
Bachelors/Masters/PhD in CS/IT/EE/Mathematics and computing with 8-12 years of experience
Experience in implementing and deploying Machine Learning solutions (using various models, such as Linear/Logistic Regression, Support Vector Machines, (Deep) Neural Networks, Hidden Markov Models, Conditional Random Fields, Topic Modeling, Game Theory, Mechanism Design, etc.)
Extensive background in statistical analysis and modeling (distributions, hypothesis testing, probability theory, etc.)
Strong hands-on experience with statistical packages and ML libraries (e.g. R, Python scikit learn, Spark MLlib, etc.)
Experience in effective data exploration and visualization (e.g. Excel, Power BI, Tableau, Qlik, etc.)
Experience in developing and debugging in one or more of the languages C/C++, Java, Scala, Python, or R
Ability to work in cross-functional teams
Excellent written and verbal communication skills in English; the ability to convey your message to team members and other stakeholders
Preferred Qualifications
Experience in Application Security Domain, AppFW, BOT, etc
Experience working with relational and NoSQL/Graph databases
Unsupervised & Deep Learning Experience
Familiar with Big Data frameworks (Hadoop or Spark) and cloud infrastructures
Experience in applying Machine Learning techniques
Ability and willingness to multi-task and learn new technologies quickly
What youre looking for:


Our technology is built on the idea that everyone should be able to work from anywhere, at any time, and on any device. Its a simple philosophy that guides everything we do including how we work. If youre an engineer, well give you plenty of ways to test your skills on cutting edge technology. We want employees to do what they do best, every day.

Be bold. Take risks. Imagine a better way to work. If this sounds like you then wed love to talk.

Functional Area:
Software Development
About us:


Citrix is a cloud company that enables mobile workstyles. We create a continuum between work and life by allowing people to work whenever, wherever, and however they choose. Flexibility and collaboration is what were all about. The Perks: We offer competitive compensation and a comprehensive benefits package. Youll enjoy our workstyle within an incredible culture. Well give you all the tools you need to succeed so you can grow and develop with us.

Citrix Systems, Inc. is firmly committed to Equal Employment Opportunity (EEO) and to compliance with all federal, state and local laws that prohibit employment discrimination on the basis of age, race, color, gender, sexual orientation, gender identity, ethnicity, national origin, citizenship, religion, genetic carrier status, disability, pregnancy, childbirth or related medical conditions, marital status, protected veteran status and other protected classifications.

Citrix uses applicant information consistent with the Citrix Recruitment Policy Notice at https://www.citrix.com/about/legal/privacy/citrix-recruitment-privacy-notice.html

Citrix welcomes and encourages applications from people with disabilities. Reasonable accommodations are available on request for candidates taking part in all aspects of the selection process. If you are an individual with a disability and require a reasonable accommodation to complete any part of the job application process, please contact us at (877) 924-8749 or email us at ASKHR@citrix.com for assistance.

If this is an evergreen requisition, by applying you are giving Citrix consent to be considered for future openings of other roles of similar qualifications.",4.0,"Citrix
4.0",Bangalore,-1,5001 to 10000 Employees,1989,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
Data Scientist,"₹342K
₹984K","Description

Key Responsibilities: Team leads for small or module leads for large teams. Responsible for delivery of assigned module/ components /phases of a project.Responsible for people Management, including goal setting and providing performance feedback.Responsible for Status reporting .Responsible for Knowledge transfer and arriving at SLAs for steady state.Technical problem solving skills. Job Requirement and Skills Has a good practical understanding of technology and its application. Good grasp of technology and tools used for development. Good design skills and architectural skills in the technical area.Fair amount of domain expertise gained through working on the application or certification programs (if working in a vertical).Good understanding of the sphere of activities in a horizontal domain. Anticipates and resolves potential problems , handles escalations. Supervisory Level: Works under general supervision with few direct instructions. Carries out routine and semi-routine tasks. Provides input to project-related decisions.People Interactions Within own team or department at operational level.Contact with user/customer at peer / first /middle management level. Qualifications

About ECS

ECS is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., ECS is ranked 205 on the Fortune 500 and is consistently listed among the most admired companies in the world.",3.0,"ECS
3.0",Chennai,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Machine Learning Engineer,"₹649K
₹1,612K","About DMI


DMI (Digital Management, LLC.), the world’s first end-to-end mobility company, combines all the skills and services necessary to deliver mobile enterprise solutions. Built to reinvent business through mobility, DMI has expertise in mobile strategy, UX, web, and app development, omni-channel commerce, brand and marketing, IoT and big data analytics, and secure device and app management. The company’s unique, integrated approach to mobility has resulted in dramatic growth as well as an expanding client base, which includes hundreds of Fortune 1000 commercial clients and all fifteen U.S. Federal Departments. DMI is headquartered in Bethesda, MD, with satellite offices around the world. The company was named one of the 2018 Top Workplaces in the Washington, DC area by The Washington Post and received Inc. Magazine’s Hire Power Award as one of the top 100 Private Job Creators in the US. Additional information is available at www.dminc.com and on LinkedIn, Twitter, Facebook, and Instagram.

About the Opportunity


We are looking for a passionate Machine Learning Engineer to work closely with our Data Scientists and Data Engineers to integrate and deploy models into our application’s production environment.

If you have a sense of adventure, take pride in solving complex data problems, and strive to build the best products on the planet, we want you on our Big Data Engineering team.

This role would be responsible for:
Providing solutions for the deployment, execution, validation, monitoring, and improvement of data science solutions.
Creating high performance and scalable Machine Learning systems
Building reusable production data pipelines for machine learning models
Collaborating with Data Engineers and Data Scientist to build data and model pipelines and help in running machine learning tests and experiments
Helping to manage the infrastructure and data pipelines needed to bring an ML solution to production
Troubleshoots production machine learning model issues, including recommendations for retrain, revalidate, and improvements
We are seeking people who are passionate about:
Working with data in all forms (structured, unstructured, video, audio, etc) and using it creatively to help solve problems
Collaborating with data scientists and data engineers to make a big impact
Staying in-tune with the big data community and encouraging the organization to utilize cutting edge technologies to innovate and invent solutions.
Qualifications


Technologies in our environment:

Skills - Experience and Requirements


You would be considered a great fit for this role if you have the following:
Bachelor’s degree in Computer Science Engineering, Data Science, or a related technical degree.
Experience in developing and deploying machine learning systems into production
Proven ability to learn things quickly and stay up to date on breakthroughs in Machine Learning techniques
Ability to quickly prototype new approaches and productionize solutions at scale for millions of active users
Ability to work in a Linux environment
Strong experience with Python, Scala, Golang, or Java
Experience with big data tools and processing technologies such as Apache Spark, Apache Flink, and cloud platforms like GCP or AWS
Experience in building containerized solutions using Kubernetes
You have worked with automated build systems such as Jenkins. A desire to write tools and applications to automate work
Experience implementing Continuous Integration or Continuous Delivery processes in engineering teams
These qualifications would make you stand out among other applicants:
Great communication skills - someone who is passionate about evangelizing the value of advanced data science capabilities.
Experience deploying and maintaining model Microservices
Experience building maintainable data pipelines for deep learning models
Familiarity with data-oriented workflow orchestration frameworks such as Kubeflow, Airflow",3.4,"DMI
3.4",Bangalore,-1,1001 to 5000 Employees,2002,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
